Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Year
9,Al Bianchi,PG,24,SYR,68,,23.2,2.9,8.3,.351,,,,2.9,8.3,.351,.351,2.4,3.5,.690,,,3.3,1.6,,,,2.9,8.3,1957
10,Carl Braun*,PG,29,NYK,72,,32.6,5.3,13.8,.381,,,,5.3,13.8,.381,.381,3.4,4.2,.809,,,3.6,3.6,,,,2.7,13.9,1957
11,Bob Burrow,C,22,ROC,67,,15.3,2.0,5.5,.374,,,,2.0,5.5,.374,.374,1.9,3.1,.616,,,4.4,0.6,,,,2.5,6.0,1957
12,Nat Clifton*,PF,34,NYK,71,,31.4,4.3,11.5,.377,,,,4.3,11.5,.377,.377,2.1,3.1,.673,,,7.8,2.3,,,,3.4,10.7,1957
13,Jack Coleman,PF,32,STL,72,,29.8,4.4,10.8,.408,,,,4.4,10.8,.408,.408,1.7,2.2,.764,,,9.0,2.2,,,,3.3,10.5,1957
14,Ed Conlin,SG,23,SYR,71,,31.7,4.7,12.6,.374,,,,4.7,12.6,.374,.374,4.0,5.2,.769,,,6.1,2.9,,,,2.4,13.4,1957
15,Larry Costello*,PG,25,PHW,72,,29.3,2.6,6.9,.374,,,,2.6,6.9,.374,.374,2.4,3.1,.788,,,4.5,3.3,,,,2.5,7.6,1957
16,Bob Cousy*,PG,28,BOS,64,,36.9,7.5,19.8,.378,,,,7.5,19.8,.378,.378,5.7,6.9,.821,,,4.8,7.5,,,,2.1,20.6,1957
17,Walt Davis,PF,26,PHW,65,,19.2,2.7,6.7,.407,,,,2.7,6.7,.407,.407,1.1,1.6,.698,,,4.7,0.8,,,,3.6,6.6,1957
18,George Dempsey,PG,27,PHW,71,,16.2,1.9,4.3,.444,,,,1.9,4.3,.444,.444,0.8,1.4,.539,,,3.5,1.9,,,,1.5,4.5,1957
19,Corky Devlin,SG,25,FTW,71,,17.5,2.7,7.1,.378,,,,2.7,7.1,.378,.378,1.4,2.0,.678,,,2.1,2.0,,,,1.6,6.7,1957
20,Walter Dukes,C,26,MNL,71,,26.3,3.2,8.8,.364,,,,3.2,8.8,.364,.364,3.7,5.4,.689,,,11.2,0.8,,,,3.8,10.1,1957
21,Ray Felix,C,26,NYK,72,,22.5,4.1,9.8,.416,,,,4.1,9.8,.416,.416,3.8,5.2,.747,,,8.2,0.5,,,,3.9,12.0,1957
22,Ed Fleming,SG,23,ROC,51,,18.2,2.1,7.1,.299,,,,2.1,7.1,.299,.299,2.7,3.7,.728,,,3.6,1.6,,,,1.8,7.0,1957
23,Larry Foust,C,28,FTW,61,,25.1,4.0,10.1,.394,,,,4.0,10.1,.394,.394,4.5,6.2,.718,,,9.1,1.2,,,,3.6,12.4,1957
24,Harry Gallatin*,PF,29,NYK,72,,27.0,4.6,11.3,.406,,,,4.6,11.3,.406,.406,5.8,7.2,.800,,,10.1,1.2,,,,2.8,15.0,1957
25,Dick Garmaker,SG,24,MNL,72,,33.4,5.6,14.1,.400,,,,5.6,14.1,.400,.400,5.1,6.0,.839,,,4.7,2.6,,,,2.8,16.3,1957
26,Jack George,SG,28,PHW,67,,33.3,3.8,11.2,.337,,,,3.8,11.2,.337,.337,3.0,4.4,.683,,,4.7,4.6,,,,2.5,10.5,1957
27,Joe Graboski,PF,27,PHW,72,,34.7,5.4,15.5,.349,,,,5.4,15.5,.349,.349,3.5,4.5,.783,,,8.5,1.9,,,,3.4,14.3,1957
28,Si Green,SG,23,ROC,13,,32.5,3.8,11.0,.350,,,,3.8,11.0,.350,.350,3.8,5.3,.710,,,5.2,3.6,,,,2.8,11.5,1957
29,Richie Guerin*,SG,24,NYK,72,,24.9,3.6,9.7,.368,,,,3.6,9.7,.368,.368,2.5,4.1,.620,,,4.6,2.5,,,,2.6,9.7,1957
30,Cliff Hagan*,SF,25,STL,67,,14.5,2.0,5.5,.361,,,,2.0,5.5,.361,.361,1.5,2.2,.690,,,3.7,1.3,,,,2.5,5.5,1957
31,Alex Hannum*,PF,33,TOT,59,,10.9,1.3,3.8,.345,,,,1.3,3.8,.345,.345,0.6,0.9,.661,,,2.7,0.5,,,,2.3,3.2,1957
31,Alex Hannum*,PF,33,FTW,22,,10.0,1.3,3.5,.382,,,,1.3,3.5,.382,.382,0.5,0.9,.600,,,2.5,0.5,,,,2.1,3.2,1957
31,Alex Hannum*,PF,33,STL,37,,11.4,1.3,4.0,.327,,,,1.3,4.0,.327,.327,0.7,1.0,.694,,,2.8,0.5,,,,2.4,3.3,1957
32,Bob Harrison,SG,29,TOT,66,,27.4,3.7,9.5,.386,,,,3.7,9.5,.386,.386,1.4,2.0,.715,,,2.4,2.4,,,,3.3,8.8,1957
32,Bob Harrison,G,29,STL,10,,4.8,1.1,3.1,.355,,,,1.1,3.1,.355,.355,0.3,0.8,.375,,,0.6,0.8,,,,1.9,2.5,1957
32,Bob Harrison,SG,29,SYR,56,,31.5,4.1,10.7,.388,,,,4.1,10.7,.388,.388,1.6,2.2,.738,,,2.7,2.7,,,,3.6,9.9,1957
33,Tom Heinsohn*,PF,22,BOS,72,,29.9,6.2,15.6,.397,,,,6.2,15.6,.397,.397,3.8,4.8,.790,,,9.8,1.6,,,,4.2,16.2,1957
34,Dick Hemric,PF,23,BOS,67,,15.7,1.6,4.7,.344,,,,1.6,4.7,.344,.344,2.2,3.1,.695,,,4.5,0.6,,,,1.5,5.4,1957
35,Larry Hennessy,SG,27,TOT,21,,17.8,2.7,8.3,.320,,,,2.7,8.3,.320,.320,1.1,1.5,.719,,,2.1,1.3,,,,1.3,6.4,1957
35,Larry Hennessy,SG,27,PHW,2,,12.5,1.0,3.5,.286,,,,1.0,3.5,.286,.286,0.0,0.0,,,,0.5,1.5,,,,0.0,2.0,1957
35,Larry Hennessy,SG,27,SYR,19,,18.3,2.8,8.8,.321,,,,2.8,8.8,.321,.321,1.2,1.7,.719,,,2.3,1.3,,,,1.5,6.9,1957
36,Lew Hitch,PF,27,TOT,68,,16.7,1.6,4.4,.375,,,,1.6,4.4,.375,.375,0.9,1.3,.716,,,3.7,0.6,,,,1.5,4.2,1957
36,Lew Hitch,PF,27,ROC,30,,18.5,1.8,4.8,.372,,,,1.8,4.8,.372,.372,1.2,1.7,.725,,,4.0,0.5,,,,1.8,4.8,1957
36,Lew Hitch,PF,27,PHW,38,,15.2,1.5,4.0,.377,,,,1.5,4.0,.377,.377,0.7,1.0,.703,,,3.5,0.7,,,,1.3,3.7,1957
37,Joe Holup,SF,22,SYR,71,,18.1,2.3,6.9,.329,,,,2.3,6.9,.329,.329,2.9,3.6,.806,,,3.9,1.2,,,,2.5,7.4,1957
38,Bob Hopkins,C,22,SYR,62,,12.3,2.1,5.5,.379,,,,2.1,5.5,.379,.379,1.5,2.0,.746,,,3.8,0.4,,,,1.7,5.7,1957
39,Bob Houbregs*,C,24,FTW,60,,26.5,4.2,9.8,.432,,,,4.2,9.8,.432,.432,2.8,3.9,.714,,,6.7,1.9,,,,2.0,11.2,1957
40,Mel Hutchins,PF,28,FTW,72,,36.8,5.1,13.2,.387,,,,5.1,13.2,.387,.387,2.1,2.9,.738,,,7.9,2.9,,,,2.5,12.4,1957
41,Neil Johnston*,C,27,PHW,69,,36.7,7.5,16.9,.447,,,,7.5,16.9,.447,.447,7.8,9.4,.826,,,12.4,2.9,,,,3.3,22.8,1957
42,Phil Jordon,C-F,23,NYK,9,,10.1,2.0,5.4,.367,,,,2.0,5.4,.367,.367,0.9,1.3,.667,,,3.8,0.2,,,,1.7,4.9,1957
43,Ed Kalafat,SF,24,MNL,65,,24.9,2.7,7.8,.351,,,,2.7,7.8,.351,.351,3.0,4.6,.661,,,6.5,1.6,,,,3.7,8.5,1957
44,Billy Kenville,SG,26,FTW,71,,24.0,2.9,8.6,.336,,,,2.9,8.6,.336,.336,2.5,3.1,.798,,,4.6,2.4,,,,2.4,8.2,1957
45,Red Kerr,C,24,SYR,72,,30.4,4.6,11.5,.403,,,,4.6,11.5,.403,.403,3.1,4.3,.719,,,11.2,1.3,,,,2.6,12.4,1957
46,Hal Lear,G,22,PHW,3,,4.7,0.7,2.0,.333,,,,0.7,2.0,.333,.333,0.0,0.0,,,,0.3,0.3,,,,1.0,1.3,1957
47,Slick Leonard*,PG,24,MNL,72,,27.0,4.2,12.0,.349,,,,4.2,12.0,.349,.349,2.6,3.3,.772,,,3.1,2.3,,,,1.9,11.0,1957
48,Earl Lloyd*,SF,28,SYR,72,,27.3,3.6,9.5,.373,,,,3.6,9.5,.373,.373,1.9,2.5,.749,,,6.0,1.6,,,,3.9,9.0,1957
49,Jim Loscutoff,SF,26,BOS,70,,31.7,4.4,12.7,.345,,,,4.4,12.7,.345,.345,1.9,2.7,.706,,,10.4,1.3,,,,3.5,10.6,1957
50,Clyde Lovellette*,C,27,MNL,69,,36.1,8.3,19.5,.426,,,,8.3,19.5,.426,.426,4.1,5.8,.717,,,13.5,2.0,,,,3.6,20.8,1957
51,Ed Macauley*,PF,28,STL,72,,35.9,5.8,13.7,.419,,,,5.8,13.7,.419,.419,5.0,6.7,.749,,,6.1,2.8,,,,2.9,16.5,1957
52,Tom Marshall,SF,26,ROC,40,,11.5,1.4,4.1,.344,,,,1.4,4.1,.344,.344,1.2,1.5,.810,,,2.1,0.8,,,,0.8,4.0,1957
53,Slater Martin*,PG,31,TOT,66,,36.4,3.7,11.2,.332,,,,3.7,11.2,.332,.332,3.5,4.4,.790,,,4.4,4.1,,,,2.9,10.9,1957
53,Slater Martin*,PG,31,NYK,13,,32.8,2.5,7.4,.344,,,,2.5,7.4,.344,.344,3.4,4.1,.830,,,3.2,3.0,,,,2.2,8.5,1957
53,Slater Martin*,PG,31,STL,53,,37.3,4.0,12.1,.330,,,,4.0,12.1,.330,.330,3.5,4.5,.782,,,4.6,4.3,,,,3.1,11.5,1957
54,Johnny McCarthy,PG,22,ROC,72,,21.7,2.4,6.4,.376,,,,2.4,6.4,.376,.376,1.8,2.7,.674,,,2.8,1.5,,,,1.8,6.6,1957
55,Dick McGuire*,PG,31,NYK,72,,16.5,1.9,5.1,.383,,,,1.9,5.1,.383,.383,1.5,2.3,.644,,,2.0,3.1,,,,1.4,5.3,1957
56,Jack McMahon,SG,28,STL,72,,32.6,3.3,10.1,.330,,,,3.3,10.1,.330,.330,2.0,3.1,.631,,,3.1,5.1,,,,3.0,8.6,1957
57,Chuck Mencel,PG,23,MNL,72,,25.7,3.4,9.6,.353,,,,3.4,9.6,.353,.353,2.5,3.3,.746,,,3.3,2.8,,,,1.3,9.2,1957
58,Vern Mikkelsen*,PF,28,MNL,72,,30.5,4.5,11.9,.377,,,,4.5,11.9,.377,.377,4.8,5.9,.807,,,8.8,1.7,,,,4.3,13.7,1957
59,Jackie Moore,SF,24,PHW,57,,7.0,0.8,1.9,.406,,,,0.8,1.9,.406,.406,0.6,0.8,.804,,,2.0,0.4,,,,1.3,2.2,1957
60,Willie Naulls,PF,22,TOT,71,,25.0,4.1,11.5,.357,,,,4.1,11.5,.357,.357,1.9,2.7,.677,,,8.7,1.2,,,,2.6,10.1,1957
60,Willie Naulls,F-C,22,STL,19,,23.1,4.1,11.1,.365,,,,4.1,11.1,.365,.365,2.2,3.2,.683,,,8.8,1.2,,,,3.0,10.3,1957
60,Willie Naulls,PF,22,NYK,52,,25.8,4.2,11.7,.355,,,,4.2,11.7,.355,.355,1.8,2.6,.674,,,8.7,1.2,,,,2.5,10.1,1957
61,Jack Nichols,PF,30,BOS,61,,22.5,3.2,8.8,.363,,,,3.2,8.8,.363,.363,1.8,2.2,.794,,,6.1,1.4,,,,3.0,8.2,1957
62,Chuck Noble,SG,25,FTW,54,,23.3,3.7,10.3,.360,,,,3.7,10.3,.360,.360,1.4,1.9,.745,,,2.5,3.3,,,,3.0,8.8,1957
63,Togo Palazzi,SF,24,TOT,63,,16.1,3.3,9.1,.368,,,,3.3,9.1,.368,.368,2.2,2.8,.777,,,4.2,0.8,,,,1.9,8.8,1957
63,Togo Palazzi,SF,24,BOS,21,,11.1,2.0,5.6,.347,,,,2.0,5.6,.347,.347,1.1,1.5,.719,,,3.6,0.4,,,,1.1,5.0,1957
63,Togo Palazzi,SF,24,SYR,42,,18.6,4.0,10.8,.373,,,,4.0,10.8,.373,.373,2.7,3.4,.790,,,4.5,1.0,,,,2.2,10.7,1957
64,Med Park,SG,23,STL,66,,17.1,1.8,4.9,.364,,,,1.8,4.9,.364,.364,1.6,2.2,.740,,,3.0,1.4,,,,2.1,5.2,1957
65,Jim Paxson,SF,24,MNL,71,,17.9,1.9,6.8,.285,,,,1.9,6.8,.285,.285,2.4,3.3,.720,,,3.7,1.2,,,,2.3,6.3,1957
66,Bob Pettit*,C,24,STL,71,,35.1,8.6,20.8,.415,,,,8.6,20.8,.415,.415,7.5,9.6,.773,,,14.6,1.9,,,,2.5,24.7,1957
67,Andy Phillip*,PG,34,BOS,67,,22.0,1.6,4.1,.379,,,,1.6,4.1,.379,.379,1.3,2.0,.642,,,2.7,2.5,,,,1.8,4.4,1957
68,Dave Piontek,SF,22,ROC,71,,24.8,3.6,9.0,.403,,,,3.6,9.0,.403,.403,1.7,2.6,.667,,,4.9,1.5,,,,2.0,9.0,1957
69,Frank Ramsey*,SG,25,BOS,35,,23.1,3.9,10.0,.393,,,,3.9,10.0,.393,.393,4.1,5.2,.791,,,5.1,1.9,,,,3.2,11.9,1957
70,Jim Ray,G,23,SYR,4,,10.8,0.5,2.8,.182,,,,0.5,2.8,.182,.182,0.8,1.3,.600,,,1.3,0.8,,,,1.0,1.8,1957
71,Richie Regan,PG,26,ROC,71,,29.6,3.6,11.0,.329,,,,3.6,11.0,.329,.329,2.6,3.3,.774,,,2.9,3.1,,,,2.5,9.8,1957
72,Dick Ricketts,C,23,ROC,72,,29.4,4.2,12.1,.344,,,,4.2,12.1,.344,.344,2.9,4.1,.694,,,6.1,1.8,,,,4.3,11.2,1957
73,Arnie Risen*,C,32,BOS,43,,21.7,2.8,7.1,.388,,,,2.8,7.1,.388,.388,2.5,3.6,.679,,,6.7,1.2,,,,3.8,8.0,1957
74,Red Rocha,C,33,FTW,72,,16.0,1.9,5.4,.349,,,,1.9,5.4,.349,.349,1.5,2.0,.757,,,3.8,1.1,,,,2.3,5.3,1957
75,Dick Rosenthal,SF,27,FTW,18,,10.4,1.2,4.4,.266,,,,1.2,4.4,.266,.266,0.5,0.9,.529,,,2.9,0.9,,,,1.2,2.8,1957
76,Bill Russell*,C,22,BOS,48,,35.3,5.8,13.5,.427,,,,5.8,13.5,.427,.427,3.2,6.4,.492,,,19.6,1.8,,,,3.0,14.7,1957
77,Don Savage,F-G,28,SYR,5,,11.0,1.2,3.8,.316,,,,1.2,3.8,.316,.316,1.2,1.4,.857,,,1.4,0.4,,,,1.4,3.6,1957
78,Bob Schafer,SG,23,SYR,11,,15.2,1.7,6.0,.288,,,,1.7,6.0,.288,.288,1.0,1.2,.846,,,1.0,1.4,,,,1.5,4.5,1957
79,Dolph Schayes*,PF,28,SYR,72,,39.6,6.9,18.2,.379,,,,6.9,18.2,.379,.379,8.7,9.6,.904,,,14.0,3.2,,,,3.0,22.5,1957
80,Dick Schnittker,SF,28,MNL,70,,14.2,1.6,5.0,.322,,,,1.6,5.0,.322,.322,2.3,2.8,.829,,,2.6,0.7,,,,2.1,5.5,1957
81,Kenny Sears,SF,23,NYK,72,,34.9,4.8,11.4,.418,,,,4.8,11.4,.418,.418,5.3,6.7,.790,,,8.5,1.4,,,,3.1,14.8,1957
82,Paul Seymour,PG,29,SYR,65,,19.0,2.2,6.8,.324,,,,2.2,6.8,.324,.324,1.6,1.9,.821,,,2.0,3.0,,,,1.4,6.0,1957
83,Chuck Share,C,29,STL,72,,23.2,3.3,7.4,.439,,,,3.3,7.4,.439,.439,3.7,5.5,.684,,,8.9,1.1,,,,3.7,10.3,1957
84,Bill Sharman*,SG,30,BOS,67,,35.9,7.7,18.5,.416,,,,7.7,18.5,.416,.416,5.7,6.3,.905,,,4.3,3.5,,,,2.8,21.1,1957
85,Ron Shavlik,F,23,NYK,7,,10.3,0.6,3.1,.182,,,,0.6,3.1,.182,.182,0.3,0.7,.400,,,3.1,0.0,,,,1.7,1.4,1957
86,Gene Shue,PG,25,FTW,72,,34.3,3.8,9.9,.385,,,,3.8,9.9,.385,.385,3.3,4.4,.763,,,5.8,3.3,,,,1.9,10.9,1957
87,Whitey Skoog,SG,30,MNL,23,,28.5,3.4,9.6,.355,,,,3.4,9.6,.355,.355,1.9,2.0,.936,,,3.1,3.3,,,,2.8,8.7,1957
88,Ron Sobie,SG,22,NYK,71,,19.4,2.3,6.2,.376,,,,2.3,6.2,.376,.376,2.1,2.8,.764,,,4.6,1.8,,,,2.2,6.8,1957
89,Odie Spears,SF,32,TOT,11,,10.7,1.1,3.5,.316,,,,1.1,3.5,.316,.316,1.7,2.0,.864,,,1.4,0.6,,,,2.2,3.9,1957
89,Odie Spears,SF,32,FTW,4,,5.3,0.5,1.8,.286,,,,0.5,1.8,.286,.286,1.0,1.0,1.000,,,0.8,0.3,,,,0.5,2.0,1957
89,Odie Spears,SF,32,STL,7,,13.9,1.4,4.4,.323,,,,1.4,4.4,.323,.323,2.1,2.6,.833,,,1.7,0.9,,,,3.1,5.0,1957
90,Art Spoelstra,C,24,ROC,69,,17.0,3.1,8.1,.388,,,,3.1,8.1,.388,.388,1.3,1.7,.733,,,3.2,0.8,,,,2.4,7.6,1957
91,Norm Stewart,F,22,STL,5,,7.4,0.8,3.0,.267,,,,0.8,3.0,.267,.267,0.4,1.2,.333,,,1.0,0.4,,,,1.8,2.0,1957
92,Maurice Stokes*,PF,23,ROC,72,,38.3,6.0,17.3,.347,,,,6.0,17.3,.347,.347,3.6,5.3,.665,,,17.4,4.6,,,,4.0,15.6,1957
93,Bill Thieben,PF,21,FTW,58,,10.9,1.6,4.4,.352,,,,1.6,4.4,.352,.352,1.0,1.5,.655,,,3.6,0.3,,,,1.3,4.1,1957
94,Lou Tsioropoulos,SF,26,BOS,52,,12.9,1.5,4.9,.309,,,,1.5,4.9,.309,.309,1.3,1.7,.775,,,4.0,0.6,,,,2.6,4.4,1957
95,Jim Tucker,PF,24,SYR,9,,13.2,1.9,4.9,.386,,,,1.9,4.9,.386,.386,0.0,0.1,.000,,,2.2,0.2,,,,2.9,3.8,1957
96,Jack Twyman*,SG,22,ROC,72,,32.5,6.2,14.2,.439,,,,6.2,14.2,.439,.439,3.8,5.0,.760,,,4.9,1.7,,,,3.5,16.3,1957
97,Bobby Wanzer*,SG,35,ROC,21,,7.6,1.1,2.3,.469,,,,1.1,2.3,.469,.469,1.7,2.2,.783,,,1.2,0.4,,,,1.0,3.9,1957
98,Bob Williams,F,25,MNL,4,,5.0,0.3,1.0,.250,,,,0.3,1.0,.250,.250,0.5,0.8,.667,,,1.3,0.0,,,,0.5,1.0,1957
99,George Yardley*,SF,28,FTW,72,,37.4,7.3,17.7,.410,,,,7.3,17.7,.410,.410,7.0,8.9,.787,,,10.5,2.0,,,,3.2,21.5,1957
1,Paul Arizin*,SF,29,PHW,68,,35.0,7.1,18.1,.393,,,,7.1,18.1,.393,.393,6.5,8.0,.809,,,7.4,2.0,,,,3.5,20.7,1958
2,Dick Atha,SG,26,DET,18,,8.9,0.9,2.6,.362,,,,0.9,2.6,.362,.362,0.6,0.7,.833,,,1.3,1.1,,,,1.3,2.4,1958
3,Ernie Beck,SG,26,PHW,71,,27.8,3.8,9.6,.398,,,,3.8,9.6,.398,.398,2.4,2.9,.837,,,4.3,2.7,,,,2.4,10.1,1958
4,Al Bianchi,SG,25,SYR,69,,20.6,3.1,9.1,.344,,,,3.1,9.1,.344,.344,2.0,3.0,.683,,,3.2,1.7,,,,2.7,8.3,1958
5,Doug Bolstorff,G,26,DET,3,,7.0,0.7,1.7,.400,,,,0.7,1.7,.400,.400,0.0,0.0,,,,0.0,0.0,,,,0.3,1.3,1958
6,Carl Braun*,PG,30,NYK,71,,34.9,6.0,14.3,.418,,,,6.0,14.3,.418,.418,4.5,5.3,.849,,,4.6,5.5,,,,2.6,16.5,1958
7,George Brown,F,22,MNL,1,,6.0,0.0,2.0,.000,,,,0.0,2.0,.000,.000,1.0,2.0,.500,,,1.0,0.0,,,,1.0,1.0,1958
8,Bob Burrow,C,23,MNL,14,,12.2,1.6,5.0,.314,,,,1.6,5.0,.314,.314,0.8,2.4,.333,,,4.6,0.4,,,,1.1,3.9,1958
9,Nat Clifton*,PF,35,DET,68,,21.1,3.2,8.8,.363,,,,3.2,8.8,.363,.363,1.3,2.1,.623,,,5.9,1.1,,,,3.0,7.7,1958
10,Jack Coleman,PF,33,STL,72,,20.9,3.2,7.8,.413,,,,3.2,7.8,.413,.413,1.2,1.8,.641,,,6.7,1.6,,,,2.3,7.6,1958
11,Ed Conlin,SF,24,SYR,60,,31.2,5.7,14.6,.391,,,,5.7,14.6,.391,.391,3.6,4.5,.796,,,7.3,2.2,,,,2.8,15.0,1958
12,Larry Costello*,PG,26,SYR,72,,38.1,5.3,12.3,.426,,,,5.3,12.3,.426,.426,4.4,5.3,.847,,,5.3,4.4,,,,3.4,14.9,1958
13,Bob Cousy*,PG,29,BOS,65,,34.2,6.8,19.4,.353,,,,6.8,19.4,.353,.353,4.3,5.0,.850,,,5.0,7.1,,,,2.1,18.0,1958
14,Walt Davis,PF,27,TOT,61,,10.9,1.4,4.0,.348,,,,1.4,4.0,.348,.348,1.0,1.3,.744,,,2.9,0.5,,,,2.3,3.8,1958
14,Walt Davis,PF,27,PHW,35,,10.7,1.3,3.7,.341,,,,1.3,3.7,.341,.341,0.5,0.7,.667,,,2.5,0.5,,,,2.3,3.0,1958
14,Walt Davis,PF,27,STL,26,,11.0,1.6,4.4,.357,,,,1.6,4.4,.357,.357,1.7,2.2,.776,,,3.3,0.4,,,,2.4,4.9,1958
15,George Dempsey,PG,28,PHW,67,,15.6,1.7,4.6,.360,,,,1.7,4.6,.360,.360,1.0,1.6,.667,,,3.2,1.9,,,,1.7,4.4,1958
16,Corky Devlin,SG,26,MNL,70,,17.8,2.4,7.0,.348,,,,2.4,7.0,.348,.348,1.9,2.5,.773,,,1.9,2.4,,,,1.5,6.8,1958
17,Dick Duckett,PG,24,CIN,34,,12.5,1.6,4.6,.342,,,,1.6,4.6,.342,.342,0.7,0.8,.889,,,1.6,1.4,,,,1.8,3.9,1958
18,Walter Dukes,C,27,DET,72,,30.3,3.9,11.1,.349,,,,3.9,11.1,.349,.349,3.4,5.1,.675,,,13.3,0.7,,,,4.3,11.2,1958
19,Pat Dunn,SG,26,PHW,28,,7.4,1.0,3.2,.311,,,,1.0,3.2,.311,.311,0.5,0.6,.824,,,1.1,1.0,,,,0.7,2.5,1958
20,Bill Ebben,G,22,DET,8,,6.3,0.8,3.5,.214,,,,0.8,3.5,.214,.214,0.4,0.5,.750,,,1.0,0.5,,,,0.6,1.9,1958
21,Bo Erias,SF,25,MNL,18,,22.3,3.3,9.4,.347,,,,3.3,9.4,.347,.347,1.7,2.6,.638,,,4.6,1.4,,,,2.9,8.2,1958
22,Ray Felix,C,27,NYK,72,,23.7,4.2,9.6,.442,,,,4.2,9.6,.442,.442,3.8,5.4,.697,,,10.4,0.7,,,,3.9,12.2,1958
23,Ed Fleming,SF,24,MNL,72,,23.4,3.1,9.1,.345,,,,3.1,9.1,.345,.345,2.5,3.5,.710,,,6.8,1.9,,,,3.1,8.8,1958
24,Larry Foust,C,29,MNL,72,,30.6,5.4,13.6,.398,,,,5.4,13.6,.398,.398,5.9,7.9,.756,,,12.2,1.5,,,,4.2,16.8,1958
25,Larry Friend,SG,22,NYK,44,,12.9,1.7,5.1,.327,,,,1.7,5.1,.327,.327,0.6,0.9,.659,,,2.4,1.1,,,,1.2,4.0,1958
26,Harry Gallatin*,PF,30,DET,72,,27.6,4.7,12.5,.379,,,,4.7,12.5,.379,.379,5.4,6.9,.787,,,10.4,1.2,,,,3.0,14.9,1958
27,Dick Garmaker,SG,25,MNL,68,,32.6,5.7,14.5,.395,,,,5.7,14.5,.395,.395,4.6,6.0,.764,,,5.4,2.7,,,,2.8,16.1,1958
28,Jack George,PG,29,PHW,72,,26.5,3.2,8.7,.370,,,,3.2,8.7,.370,.370,2.5,3.4,.736,,,4.0,3.3,,,,1.9,8.9,1958
29,Tom Gola*,SG,25,PHW,59,,36.0,5.0,12.1,.415,,,,5.0,12.1,.415,.415,3.8,5.1,.746,,,10.8,5.5,,,,3.8,13.8,1958
30,Joe Graboski,PF,28,PHW,72,,28.8,4.7,14.1,.335,,,,4.7,14.1,.335,.335,3.2,4.2,.749,,,7.9,1.7,,,,3.5,12.6,1958
31,Richie Guerin*,SG,25,NYK,63,,37.6,5.5,15.4,.354,,,,5.5,15.4,.354,.354,5.6,8.1,.691,,,7.8,5.0,,,,3.2,16.5,1958
32,Cliff Hagan*,SF,26,STL,70,,31.3,7.2,16.2,.443,,,,7.2,16.2,.443,.443,5.5,7.2,.768,,,10.1,2.5,,,,3.8,19.9,1958
33,Bob Harrison,SG,30,SYR,72,,25.0,2.9,8.4,.348,,,,2.9,8.4,.348,.348,1.3,1.7,.795,,,2.3,2.3,,,,2.8,7.2,1958
34,Tom Heinsohn*,PF,23,BOS,69,,32.0,6.8,17.8,.382,,,,6.8,17.8,.382,.382,4.3,5.7,.746,,,10.2,1.8,,,,4.0,17.8,1958
35,Joe Holup,SF,23,TOT,53,,14.0,1.7,5.2,.327,,,,1.7,5.2,.327,.327,1.3,1.8,.755,,,4.2,0.7,,,,1.9,4.8,1958
35,Joe Holup,SF,23,SYR,16,,8.3,0.9,3.6,.246,,,,0.9,3.6,.246,.246,1.0,1.4,.696,,,1.4,0.8,,,,1.4,2.8,1958
35,Joe Holup,SF,23,DET,37,,16.4,2.1,6.0,.348,,,,2.1,6.0,.348,.348,1.5,1.9,.775,,,5.4,0.6,,,,2.1,5.6,1958
36,Bob Hopkins,PF,23,SYR,69,,17.7,3.2,8.0,.399,,,,3.2,8.0,.399,.399,1.8,2.3,.764,,,5.7,0.7,,,,2.3,8.2,1958
37,Bob Houbregs*,PF,25,DET,17,,17.8,2.9,8.1,.358,,,,2.9,8.1,.358,.358,1.8,2.5,.698,,,3.8,1.1,,,,2.1,7.5,1958
38,Hot Rod Hundley,PG,23,MNL,65,,17.8,2.7,8.4,.318,,,,2.7,8.4,.318,.318,1.6,2.5,.642,,,2.9,1.9,,,,1.5,7.0,1958
39,Mel Hutchins,PF,29,NYK,18,,21.3,2.8,7.3,.389,,,,2.8,7.3,.389,.389,1.3,2.4,.558,,,4.8,1.9,,,,1.7,7.0,1958
40,McCoy Ingram,PF,26,MNL,24,,11.1,1.1,4.3,.262,,,,1.1,4.3,.262,.262,0.5,1.2,.464,,,4.8,0.8,,,,1.8,2.8,1958
41,Neil Johnston*,C,28,PHW,71,,33.9,6.7,15.5,.429,,,,6.7,15.5,.429,.429,6.2,7.6,.819,,,11.1,2.3,,,,3.3,19.5,1958
42,Sam Jones*,SG,24,BOS,56,,10.6,1.8,4.2,.429,,,,1.8,4.2,.429,.429,1.1,1.5,.714,,,2.9,0.7,,,,0.8,4.6,1958
43,Phil Jordon,C,24,TOT,58,,15.5,3.3,8.1,.413,,,,3.3,8.1,.413,.413,1.1,1.6,.688,,,5.2,0.6,,,,1.9,7.8,1958
43,Phil Jordon,C-F,24,NYK,12,,6.3,1.3,2.8,.471,,,,1.3,2.8,.471,.471,0.4,0.5,.833,,,2.0,0.4,,,,0.9,3.1,1958
43,Phil Jordon,C,24,DET,46,,17.9,3.8,9.4,.409,,,,3.8,9.4,.409,.409,1.3,1.9,.678,,,6.0,0.7,,,,2.1,9.0,1958
