Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Year
48,Fred Carter,SG,31,TOT,61,,18.2,3.4,8.2,.418,,,,3.4,8.2,.418,.418,1.1,1.6,.708,0.9,1.0,1.9,2.0,0.6,0.1,,2.0,8.0,1977
48,Fred Carter,SG,31,PHI,14,0,16.9,3.1,7.2,.426,,,,3.1,7.2,.426,.426,0.7,1.4,.526,0.7,1.0,1.7,1.5,0.8,0.1,,2.1,6.9,1977
48,Fred Carter,SG,31,MIL,47,,18.6,3.5,8.5,.416,,,,3.5,8.5,.416,.416,1.2,1.6,.753,1.0,1.0,2.0,2.2,0.6,0.1,,2.0,8.3,1977
49,Cornelius Cash,PF,24,DET,6,,8.2,1.5,3.8,.391,,,,1.5,3.8,.391,.391,0.5,1.0,.500,1.3,1.3,2.7,0.2,0.3,0.2,,1.3,3.5,1977
50,Harvey Catchings,C,25,PHI,53,25,16.3,1.2,2.3,.504,,,,1.2,2.3,.504,.504,0.6,0.9,.702,1.2,3.2,4.4,0.6,0.4,1.5,,2.5,3.0,1977
51,Don Chaney,SG,30,LAL,81,,29.7,2.6,6.4,.408,,,,2.6,6.4,.408,.408,0.9,1.2,.745,1.5,2.6,4.1,3.8,1.7,0.4,,2.8,6.1,1977
52,Ken Charles,SG,25,ATL,82,,30.3,4.3,10.4,.414,,,,4.3,10.4,.414,.414,2.5,3.1,.801,0.5,1.5,2.0,3.6,1.7,0.5,,2.9,11.1,1977
53,Phil Chenier,SG,26,WSB,78,,36.4,8.4,18.9,.444,,,,8.4,18.9,.444,.444,3.5,4.1,.841,0.7,3.1,3.8,3.8,1.5,0.5,,2.1,20.2,1977
54,Jim Chones,C,27,CLE,82,,29.0,5.5,11.9,.463,,,,5.5,11.9,.463,.463,1.9,2.6,.731,2.5,5.9,8.4,1.3,0.4,0.9,,3.1,12.9,1977
55,Jim Cleamons,PG,27,CLE,60,,34.1,4.3,9.9,.434,,,,4.3,9.9,.434,.434,1.9,2.5,.757,1.7,2.9,4.6,5.1,1.1,0.4,,2.1,10.4,1977
56,E.C. Coleman,PF,26,NOJ,77,,30.8,3.8,8.2,.462,,,,3.8,8.2,.462,.462,1.1,1.5,.732,1.9,5.2,7.1,1.3,0.8,0.4,,3.6,8.6,1977
57,Doug Collins,SG,25,PHI,58,47,35.1,7.3,14.2,.518,,,,7.3,14.2,.518,.518,3.6,4.3,.840,1.1,2.3,3.4,4.7,1.2,0.3,,3.0,18.3,1977
58,Norm Cook,SF,21,BOS,25,,5.5,1.1,2.9,.375,,,,1.1,2.9,.375,.375,0.4,0.7,.529,0.4,0.7,1.1,0.2,0.4,0.1,,1.1,2.5,1977
59,Dave Cowens*,C,28,BOS,50,,37.8,6.6,15.1,.434,,,,6.6,15.1,.434,.434,3.2,4.0,.818,2.9,11.0,13.9,5.0,0.9,1.0,,3.6,16.4,1977
60,Mike D'Antoni,SG,25,SAS,2,,4.5,0.5,1.5,.333,,,,0.5,1.5,.333,.333,0.5,1.0,.500,0.0,1.0,1.0,1.0,0.0,0.0,,1.5,1.5,1977
61,Louie Dampier*,PG,32,SAS,80,,20.4,2.9,6.3,.460,,,,2.9,6.3,.460,.460,0.8,1.1,.744,0.3,0.7,1.0,2.9,0.6,0.2,,1.2,6.6,1977
62,Bob Dandridge*,SF,29,MIL,70,,35.7,8.4,17.9,.467,,,,8.4,17.9,.467,.467,4.0,5.2,.771,2.1,4.2,6.3,3.8,1.4,0.4,,3.2,20.8,1977
63,Mel Daniels*,C,32,NYN,11,,11.5,1.2,3.2,.371,,,,1.2,3.2,.371,.371,1.2,2.1,.565,0.9,2.2,3.1,0.5,0.3,1.0,,2.6,3.5,1977
64,Adrian Dantley*,SF,21,BUF,77,,36.6,7.1,13.6,.520,,,,7.1,13.6,.520,.520,6.2,7.6,.818,3.3,4.4,7.6,1.9,1.2,0.2,,2.8,20.3,1977
65,Dwight Davis,PF,27,GSW,33,,16.7,1.7,3.8,.444,,,,1.7,3.8,.444,.444,1.5,2.2,.681,1.0,1.8,2.9,0.9,0.3,0.2,,2.8,4.8,1977
66,Johnny Davis,SG,21,POR,79,,18.4,3.0,6.7,.441,,,,3.0,6.7,.441,.441,2.1,2.6,.794,0.8,0.8,1.6,1.9,0.5,0.1,,1.6,8.0,1977
67,Mel Davis,PF,26,TOT,56,,19.5,3.0,8.3,.362,,,,3.0,8.3,.362,.362,1.1,1.6,.703,1.8,3.5,5.2,1.3,0.6,0.1,,2.3,7.1,1977
67,Mel Davis,PF,26,NYK,22,,15.5,1.9,5.0,.373,,,,1.9,5.0,.373,.373,1.0,1.4,.710,1.4,3.2,4.5,1.1,0.4,0.0,,2.0,4.7,1977
67,Mel Davis,PF,26,NYN,34,,22.1,3.7,10.4,.359,,,,3.7,10.4,.359,.359,1.2,1.8,.700,2.0,3.7,5.7,1.4,0.6,0.1,,2.5,8.7,1977
68,Mickey Davis,SF,26,MIL,19,,8.7,1.5,3.6,.426,,,,1.5,3.6,.426,.426,1.2,1.3,.920,0.6,0.9,1.5,1.1,0.3,0.2,,0.6,4.3,1977
69,Ron Davis,SF,22,ATL,7,,9.6,1.1,5.0,.229,,,,1.1,5.0,.229,.229,0.6,1.9,.308,0.3,0.7,1.0,0.3,1.0,0.0,,1.3,2.9,1977
70,Darryl Dawkins,C,20,PHI,59,0,11.6,2.3,3.6,.628,,,,2.3,3.6,.628,.628,0.7,1.3,.506,1.0,2.9,3.9,0.4,0.2,0.8,,2.2,5.3,1977
71,Randy Denton,C,27,ATL,45,,15.6,2.3,5.7,.402,,,,2.3,5.7,.402,.402,0.7,1.0,.702,1.8,3.0,4.8,0.7,0.3,0.4,,2.2,5.3,1977
72,Henry Dickerson,PG,25,ATL,6,,10.5,1.0,2.0,.500,,,,1.0,2.0,.500,.500,0.8,1.3,.625,0.0,0.3,0.3,1.8,0.2,0.0,,2.2,2.8,1977
73,Derrek Dickey,PF,25,GSW,49,,17.5,3.2,7.0,.458,,,,3.2,7.0,.458,.458,0.9,1.2,.738,2.0,2.9,4.9,1.3,0.4,0.2,,2.1,7.4,1977
74,Coby Dietrick,C,28,SAS,82,,21.6,3.5,7.6,.460,,,,3.5,7.6,.460,.460,1.5,2.0,.717,1.4,3.2,4.5,1.8,1.1,0.7,,3.3,8.4,1977
75,Ernie DiGregorio,PG,26,BUF,81,,28.0,4.5,10.8,.417,,,,4.5,10.8,.417,.417,1.7,1.8,.945,0.6,1.6,2.3,4.7,0.7,0.0,,1.9,10.7,1977
76,Leon Douglas,C,22,DET,82,,19.8,3.0,6.2,.479,,,,3.0,6.2,.479,.479,1.5,2.8,.555,2.2,4.2,6.4,0.8,0.5,1.0,,3.6,7.5,1977
77,John Drew,SF,22,ATL,74,,36.3,9.3,19.1,.487,,,,9.3,19.1,.487,.487,5.6,7.8,.714,3.8,5.3,9.1,1.8,1.4,0.4,,3.7,24.2,1977
78,Charles Dudley,PG,26,GSW,79,,21.3,2.8,5.3,.523,,,,2.8,5.3,.523,.523,1.6,2.6,.635,1.5,2.2,3.7,4.4,0.8,0.1,,2.1,7.2,1977
79,Mike Dunleavy,PG,22,PHI,32,0,11.2,1.9,4.5,.414,,,,1.9,4.5,.414,.414,1.1,1.4,.756,0.3,0.8,1.1,1.8,0.4,0.1,,2.0,4.8,1977
80,Jim Eakins,C,30,KCK,82,,16.3,1.8,4.1,.449,,,,1.8,4.1,.449,.449,2.3,2.7,.847,1.4,3.0,4.4,1.5,0.4,0.6,,2.4,6.0,1977
81,Al Eberhard,SF,24,DET,68,,17.9,2.7,5.6,.476,,,,2.7,5.6,.476,.476,1.6,2.0,.790,1.1,2.1,3.3,0.7,0.7,0.2,,2.9,6.9,1977
82,Len Elmore,C,24,IND,6,,7.7,1.2,2.8,.412,,,,1.2,2.8,.412,.412,0.7,0.8,.800,1.2,1.3,2.5,0.3,0.0,0.7,,1.8,3.0,1977
83,Darrell Elston,SG,24,IND,5,,8.0,0.4,2.8,.143,,,,0.4,2.8,.143,.143,0.2,0.4,.500,0.2,1.0,1.2,0.4,0.2,0.0,,1.2,1.0,1977
84,Alex English*,SF,23,MIL,60,,10.8,2.2,4.6,.477,,,,2.2,4.6,.477,.477,0.8,1.0,.767,1.1,1.7,2.8,0.4,0.3,0.3,,1.3,5.2,1977
85,Keith Erickson,SF,32,PHO,50,,19.0,2.8,5.9,.483,,,,2.8,5.9,.483,.483,0.7,1.0,.740,0.7,2.2,2.9,2.1,0.6,0.1,,2.4,6.4,1977
86,Julius Erving*,SF,26,PHI,82,77,35.9,8.4,16.7,.499,,,,8.4,16.7,.499,.499,4.9,6.3,.777,2.3,6.1,8.5,3.7,1.9,1.4,,3.1,21.6,1977
87,Butch Feher,SG,22,PHO,48,,10.1,1.8,3.4,.531,,,,1.8,3.4,.531,.531,1.6,2.1,.768,0.4,1.2,1.5,0.8,0.2,0.1,,1.0,5.2,1977
88,Eric Fernsten,C,23,CHI,5,,12.2,0.6,3.0,.200,,,,0.6,3.0,.200,.200,1.6,2.2,.727,1.8,1.4,3.2,1.2,0.2,0.6,,1.8,2.8,1977
89,Mike Flynn,SG,23,IND,73,,18.1,3.4,7.8,.436,,,,3.4,7.8,.436,.436,1.4,1.9,.711,1.0,1.5,2.6,2.5,0.8,0.1,,1.5,8.2,1977
90,Chris Ford,SG,28,DET,82,82,31.0,5.3,11.2,.476,,,,5.3,11.2,.476,.476,1.6,2.1,.771,1.2,2.1,3.3,4.1,2.2,0.3,,2.3,12.3,1977
91,Don Ford,PF,24,LAL,82,82,21.7,3.2,7.0,.460,,,,3.2,7.0,.460,.460,0.9,1.2,.716,1.3,3.0,4.3,1.6,0.7,0.3,,2.1,7.3,1977
92,Fred Foster,SF,30,BUF,59,,11.7,1.7,4.2,.401,,,,1.7,4.2,.401,.401,0.5,0.7,.682,0.6,0.7,1.3,0.8,0.3,0.0,,1.6,3.9,1977
93,Jim Fox,C,33,NYN,71,,16.4,2.6,5.6,.462,,,,2.6,5.6,.462,.462,1.3,1.6,.833,1.4,3.2,4.6,0.7,0.3,0.4,,2.2,6.5,1977
94,Walt Frazier*,PG,31,NYK,76,,35.4,7.0,14.3,.489,,,,7.0,14.3,.489,.489,3.4,4.4,.771,0.7,3.2,3.9,5.3,1.7,0.1,,2.6,17.4,1977
95,World B. Free,SG,23,PHI,78,37,28.9,6.0,13.1,.457,,,,6.0,13.1,.457,.457,4.3,5.9,.720,1.2,1.8,3.0,3.4,1.0,0.3,,2.7,16.3,1977
96,Terry Furlow,SG,22,PHI,32,0,5.4,1.1,3.1,.340,,,,1.1,3.1,.340,.340,0.5,0.6,.889,0.6,0.7,1.2,0.6,0.2,0.1,,0.3,2.6,1977
97,Mike Gale,SG,26,SAS,82,,31.7,4.3,9.2,.468,,,,4.3,9.2,.468,.468,1.7,2.0,.820,0.7,2.7,3.3,5.8,2.3,0.6,,2.7,10.3,1977
98,Rowland Garrett,SF,26,TOT,62,,9.6,1.7,3.9,.444,,,,1.7,3.9,.444,.444,0.7,0.8,.804,0.6,1.2,1.8,0.4,0.3,0.2,,1.3,4.1,1977
98,Rowland Garrett,SF,26,CLE,29,,7.4,1.4,3.2,.430,,,,1.4,3.2,.430,.430,0.6,0.8,.818,0.3,1.0,1.4,0.2,0.2,0.1,,1.0,3.4,1977
98,Rowland Garrett,SF,26,MIL,33,,11.6,2.0,4.4,.452,,,,2.0,4.4,.452,.452,0.7,0.9,.793,0.8,1.4,2.2,0.6,0.4,0.2,,1.5,4.7,1977
99,Gus Gerard,SF,23,TOT,65,,16.1,3.1,7.0,.443,,,,3.1,7.0,.443,.443,1.2,1.8,.667,1.4,2.0,3.3,1.4,0.7,1.0,,2.5,7.4,1977
99,Gus Gerard,SF,23,DEN,24,,19.0,4.2,8.8,.481,,,,4.2,8.8,.481,.481,1.6,2.3,.679,1.6,2.6,4.2,2.0,0.9,1.3,,3.0,10.0,1977
99,Gus Gerard,SF,23,BUF,41,,14.4,2.4,6.0,.410,,,,2.4,6.0,.410,.410,1.0,1.5,.656,1.2,1.6,2.9,1.0,0.6,0.8,,2.2,5.9,1977
100,George Gervin*,SF,24,SAS,82,82,33.0,8.9,16.3,.544,,,,8.9,16.3,.544,.544,5.4,6.5,.833,1.6,3.9,5.5,2.9,1.3,1.3,,3.5,23.1,1977
101,John Gianelli,C,26,TOT,76,,25.2,3.4,7.6,.444,,,,3.4,7.6,.444,.444,1.2,1.6,.720,2.0,4.2,6.3,1.1,0.5,1.3,,2.3,7.9,1977
101,John Gianelli,C,26,NYK,19,,33.2,4.5,9.6,.473,,,,4.5,9.6,.473,.473,1.8,2.5,.729,3.2,6.2,9.4,1.4,0.7,1.5,,2.8,10.9,1977
101,John Gianelli,C,26,BUF,57,,22.5,3.0,7.0,.431,,,,3.0,7.0,.431,.431,1.0,1.4,.714,1.6,3.6,5.2,1.0,0.4,1.2,,2.1,7.0,1977
102,Herm Gilliam,SG,30,POR,80,,20.8,4.1,9.3,.438,,,,4.1,9.3,.438,.438,1.2,1.5,.767,0.8,1.7,2.5,2.1,1.0,0.1,,2.1,9.3,1977
103,Artis Gilmore*,C,27,CHI,82,82,35.1,7.0,13.3,.522,,,,7.0,13.3,.522,.522,4.7,7.1,.660,3.8,9.2,13.0,2.4,0.5,2.5,,3.2,18.6,1977
104,Gail Goodrich*,SG,33,NOJ,27,,22.6,5.0,11.3,.446,,,,5.0,11.3,.446,.446,2.5,3.1,.800,0.9,1.3,2.3,2.7,0.8,0.1,,1.6,12.6,1977
105,Leonard Gray,PF,25,TOT,83,,19.7,3.1,7.1,.436,,,,3.1,7.1,.436,.436,1.4,1.9,.747,1.0,2.5,3.5,1.5,0.7,0.4,,3.3,7.6,1977
105,Leonard Gray,PF,25,SEA,25,,25.7,4.6,10.5,.435,,,,4.6,10.5,.435,.435,2.4,3.1,.756,0.9,3.4,4.3,2.2,1.1,0.5,,3.4,11.5,1977
105,Leonard Gray,PF,25,WSB,58,,17.2,2.5,5.7,.436,,,,2.5,5.7,.436,.436,1.0,1.4,.738,1.1,2.2,3.2,1.2,0.5,0.3,,3.3,6.0,1977
106,Mike Green,C,25,SEA,76,,25.4,3.8,8.7,.441,,,,3.8,8.7,.441,.441,2.2,3.1,.706,2.5,4.1,6.6,1.6,0.6,1.7,,2.6,9.8,1977
107,Steve Green,SF,23,IND,70,,13.1,2.6,6.1,.432,,,,2.6,6.1,.432,.432,1.2,1.6,.743,1.1,1.4,2.5,0.7,0.7,0.2,,2.2,6.4,1977
108,Kevin Grevey,SF,23,WSB,76,,17.2,2.9,7.0,.423,,,,2.9,7.0,.423,.423,1.0,1.6,.664,1.0,1.4,2.3,0.9,0.4,0.1,,1.9,6.9,1977
109,Paul Griffin,PF,23,NOJ,81,,20.3,1.7,3.2,.547,,,,1.7,3.2,.547,.547,1.8,2.5,.721,2.1,4.0,6.1,2.1,0.6,0.5,,3.0,5.2,1977
110,Bob Gross,SF,23,POR,82,,27.2,4.6,8.7,.529,,,,4.6,8.7,.529,.529,2.2,2.6,.851,2.1,2.7,4.8,3.0,1.3,0.7,,3.1,11.4,1977
111,Rudy Hackett,PF,23,TOT,6,,7.7,0.5,1.7,.300,,,,0.5,1.7,.300,.300,1.3,2.3,.571,0.7,1.5,2.2,0.5,0.0,0.2,,1.3,2.3,1977
111,Rudy Hackett,PF,23,NYN,1,,8.0,0.0,2.0,.000,,,,0.0,2.0,.000,.000,2.0,5.0,.400,1.0,2.0,3.0,0.0,0.0,0.0,,1.0,2.0,1977
111,Rudy Hackett,PF,23,IND,5,,7.6,0.6,1.6,.375,,,,0.6,1.6,.375,.375,1.2,1.8,.667,0.6,1.4,2.0,0.6,0.0,0.2,,1.4,2.4,1977
112,Glenn Hansen,SG,24,KCK,41,,7.0,1.6,3.8,.432,,,,1.6,3.8,.432,.432,0.6,0.8,.719,0.7,0.8,1.4,0.6,0.3,0.1,,1.1,3.8,1977
113,John Havlicek*,SF,36,BOS,79,,36.9,7.3,16.2,.452,,,,7.3,16.2,.452,.452,3.0,3.6,.816,1.4,3.5,4.8,5.1,1.1,0.2,,2.6,17.7,1977
114,Steve Hawes,PF,26,ATL,44,,21.5,3.3,6.9,.482,,,,3.3,6.9,.482,.482,1.5,2.0,.761,1.8,4.2,5.9,1.4,0.8,0.5,,3.2,8.2,1977
115,Bubbles Hawkins,SG,22,NYN,52,,28.5,7.8,17.5,.447,,,,7.8,17.5,.447,.447,3.7,5.4,.688,1.3,1.7,3.0,1.8,1.5,0.5,,3.1,19.3,1977
116,Elvin Hayes*,PF,31,WSB,82,,41.0,9.3,18.5,.501,,,,9.3,18.5,.501,.501,5.1,7.5,.687,3.5,9.0,12.5,1.9,1.1,2.7,,3.8,23.7,1977
117,Spencer Haywood*,PF,27,NYK,31,,32.9,6.5,14.5,.450,,,,6.5,14.5,.450,.450,3.5,4.2,.832,2.5,6.5,9.0,1.6,0.5,0.9,,2.3,16.5,1977
118,Gar Heard,PF,28,PHO,46,,29.6,3.8,9.9,.379,,,,3.8,9.9,.379,.379,2.2,3.0,.725,2.6,7.0,9.6,1.9,1.2,1.2,,3.0,9.7,1977
119,Tom Henderson,PG,25,TOT,87,,32.1,4.3,9.5,.449,,,,4.3,9.5,.449,.449,2.7,3.6,.744,0.5,2.3,2.7,6.9,1.6,0.2,,1.7,11.2,1977
119,Tom Henderson,PG,25,ATL,46,,34.1,4.3,9.8,.433,,,,4.3,9.8,.433,.433,2.7,3.7,.750,0.4,2.3,2.7,8.4,1.7,0.2,,1.6,11.3,1977
119,Tom Henderson,PG,25,WSB,41,,29.8,4.3,9.1,.469,,,,4.3,9.1,.469,.469,2.6,3.5,.738,0.6,2.2,2.8,5.2,1.4,0.2,,1.8,11.1,1977
120,Phil Hicks,SF,24,TOT,37,,7.1,1.1,2.4,.461,,,,1.1,2.4,.461,.461,0.3,0.4,.846,0.7,1.1,1.8,0.6,0.2,0.0,,1.0,2.5,1977
120,Phil Hicks,SF,24,HOU,2,,3.5,0.0,1.0,.000,,,,0.0,1.0,.000,.000,0.0,0.0,,0.5,0.0,0.5,0.5,0.5,0.0,,0.5,0.0,1977
120,Phil Hicks,SF,24,CHI,35,,7.3,1.2,2.5,.471,,,,1.2,2.5,.471,.471,0.3,0.4,.846,0.7,1.1,1.9,0.7,0.2,0.0,,1.0,2.7,1977
121,Armond Hill,PG,23,ATL,81,,22.5,2.2,5.4,.399,,,,2.2,5.4,.399,.399,1.7,2.1,.799,0.5,1.3,1.8,5.0,1.0,0.1,,3.0,6.0,1977
122,Darnell Hillman,C,27,IND,82,,28.1,4.4,9.9,.443,,,,4.4,9.9,.443,.443,2.0,3.0,.660,2.8,5.7,8.5,2.0,1.2,1.3,,4.3,10.7,1977
123,Wilbur Holland,SG,25,CHI,79,,31.1,6.4,14.2,.454,,,,6.4,14.2,.454,.454,2.0,2.4,.823,1.0,2.2,3.2,3.2,2.1,0.2,,2.5,14.9,1977
124,Lionel Hollins,PG,23,POR,76,,29.3,5.9,13.8,.432,,,,5.9,13.8,.432,.432,2.8,3.8,.749,0.7,2.1,2.8,4.1,2.2,0.5,,3.5,14.7,1977
125,Mo Howard,SG,22,TOT,32,,10.8,2.0,4.1,.485,,,,2.0,4.1,.485,.485,0.8,1.1,.686,0.5,0.7,1.2,1.3,0.5,0.3,,1.6,4.8,1977
125,Mo Howard,SG,22,CLE,9,,3.1,0.9,1.7,.533,,,,0.9,1.7,.533,.533,0.6,0.7,.833,0.2,0.3,0.6,0.6,0.1,0.2,,0.8,2.3,1977
125,Mo Howard,SG,22,NOJ,23,,13.8,2.4,5.1,.479,,,,2.4,5.1,.479,.479,0.8,1.3,.655,0.7,0.8,1.5,1.6,0.7,0.3,,1.9,5.7,1977
126,Lou Hudson*,SG,32,ATL,58,,30.1,7.1,15.6,.456,,,,7.1,15.6,.456,.456,2.4,2.9,.840,0.8,1.4,2.2,2.7,1.2,0.3,,2.8,16.7,1977
127,Kim Hughes,C,24,NYN,81,,25.7,1.9,4.4,.427,,,,1.9,4.4,.427,.427,0.2,0.9,.275,2.3,4.6,7.0,1.2,1.5,1.5,,3.8,4.0,1977
128,Dan Issel*,C,28,DEN,79,,31.7,8.4,16.2,.515,,,,8.4,16.2,.515,.515,5.6,7.1,.797,2.7,6.1,8.8,2.2,1.2,0.4,,3.1,22.3,1977
129,Phil Jackson*,PF,31,NYK,76,,13.6,1.3,3.1,.440,,,,1.3,3.1,.440,.440,0.7,0.9,.718,1.0,2.0,3.0,1.1,0.4,0.2,,2.4,3.4,1977
130,Aaron James,SF,24,NOJ,52,,20.4,4.6,9.3,.490,,,,4.6,9.3,.490,.490,1.7,2.2,.781,1.1,2.5,3.6,1.1,0.4,0.1,,2.4,10.9,1977
131,Charles Johnson,PG,27,GSW,79,,15.1,3.2,7.4,.437,,,,3.2,7.4,.437,.437,0.6,0.9,.710,0.6,1.2,1.8,1.2,1.0,0.1,,1.7,7.1,1977
132,Dennis Johnson*,SG,22,SEA,81,,20.6,3.5,7.0,.504,,,,3.5,7.0,.504,.504,2.2,3.5,.624,2.0,1.7,3.7,1.5,1.5,0.7,,2.7,9.2,1977
133,George Johnson,C,28,TOT,78,,21.2,2.5,5.5,.462,,,,2.5,5.5,.462,.462,0.9,1.3,.724,2.6,5.2,7.8,1.3,0.5,2.3,,3.2,6.0,1977
133,George Johnson,C,28,GSW,39,,15.3,1.9,3.8,.487,,,,1.9,3.8,.487,.487,0.6,0.8,.806,2.2,3.2,5.4,0.7,0.4,1.9,,2.7,4.4,1977
133,George Johnson,C,28,BUF,39,,27.1,3.2,7.2,.448,,,,3.2,7.2,.448,.448,1.2,1.7,.687,3.0,7.3,10.3,2.0,0.6,2.7,,3.6,7.6,1977
134,John Johnson,SF,29,HOU,79,,22.0,4.0,8.8,.458,,,,4.0,8.8,.458,.458,1.2,1.7,.712,0.9,2.4,3.4,2.1,0.6,0.3,,2.5,9.3,1977
135,Mickey Johnson,PF,24,CHI,81,,35.1,6.6,14.9,.446,,,,6.6,14.9,.446,.446,4.0,5.0,.796,3.7,6.6,10.2,2.4,1.3,0.8,,3.9,17.3,1977
136,Ollie Johnson,SF,27,KCK,81,,17.1,2.7,5.5,.489,,,,2.7,5.5,.489,.489,1.2,1.4,.878,0.8,1.8,2.6,1.3,0.5,0.3,,2.1,6.6,1977
137,Bobby Jones*,PF,25,DEN,82,82,29.5,6.1,10.7,.570,,,,6.1,10.7,.570,.570,2.9,4.0,.717,2.1,6.1,8.3,3.2,2.3,2.0,,2.9,15.1,1977
138,Caldwell Jones,C,26,PHI,82,57,24.7,2.6,5.2,.507,,,,2.6,5.2,.507,.507,0.8,1.4,.552,2.3,5.8,8.1,1.1,0.5,2.4,,3.7,6.0,1977
139,Dwight Jones,PF,24,HOU,74,,16.7,2.3,4.6,.494,,,,2.3,4.6,.494,.494,1.4,1.7,.802,1.3,2.5,3.8,0.6,0.5,0.3,,2.4,5.9,1977
140,Jimmy Jones,PG,32,WSB,3,,11.0,0.7,3.0,.222,,,,0.7,3.0,.222,.222,0.7,1.3,.500,0.3,1.0,1.3,0.3,0.7,0.0,,1.3,2.0,1977
141,Rich Jones,SF,30,NYN,34,,25.8,3.9,10.2,.385,,,,3.9,10.2,.385,.385,2.7,3.6,.760,1.4,4.3,5.7,1.4,1.1,0.3,,3.2,10.6,1977
142,Robin Jones,C,22,POR,63,,16.9,2.2,4.7,.465,,,,2.2,4.7,.465,.465,1.0,1.7,.606,1.6,3.1,4.7,1.3,0.6,0.6,,2.0,5.5,1977
143,Wil Jones,PF,29,IND,80,,33.9,5.5,12.7,.430,,,,5.5,12.7,.430,.430,2.1,2.8,.744,2.7,4.8,7.6,2.4,1.3,1.0,,3.8,13.0,1977
144,George Karl*,PG,25,SAS,29,,8.7,0.9,2.5,.342,,,,0.9,2.5,.342,.342,1.0,1.4,.690,0.1,0.4,0.6,1.6,0.3,0.0,,1.2,2.7,1977
145,Rich Kelley,C,23,NOJ,76,,19.8,2.4,5.1,.477,,,,2.4,5.1,.477,.477,2.1,2.6,.792,2.8,5.0,7.7,2.7,0.6,0.8,,3.2,6.9,1977
146,Goo Kennedy,SF,27,HOU,32,,8.7,1.0,1.8,.534,,,,1.0,1.8,.534,.534,0.1,0.3,.375,0.4,1.2,1.6,0.2,0.2,0.2,,1.4,2.0,1977
147,Larry Kenon,PF,24,SAS,78,,37.6,9.1,18.4,.492,,,,9.1,18.4,.492,.492,3.8,4.6,.823,3.6,7.7,11.3,2.9,2.1,0.8,,2.4,21.9,1977
148,Billy Knight,SF,24,IND,78,,40.0,10.7,21.6,.493,,,,10.7,21.6,.493,.493,5.3,6.5,.816,2.9,4.6,7.5,3.3,1.5,0.2,,2.5,26.6,1977
149,Tom Kropp,SG,23,CHI,53,,9.1,1.4,2.9,.480,,,,1.4,2.9,.480,.480,0.5,0.8,.683,0.4,0.5,0.9,0.7,0.3,0.0,,1.5,3.3,1977
150,Steve Kuberski,SF,29,BOS,76,,11.3,1.7,4.1,.420,,,,1.7,4.1,.420,.420,0.8,1.1,.759,1.0,1.8,2.8,0.5,0.1,0.1,,1.2,4.3,1977
151,Kevin Kunnert,C,25,HOU,81,,25.3,4.1,8.5,.486,,,,4.1,8.5,.486,.486,1.1,1.6,.738,2.6,5.7,8.3,1.9,0.4,1.3,,4.5,9.4,1977
152,Mitch Kupchak,C,22,WSB,82,,18.5,4.2,7.3,.572,,,,4.2,7.3,.572,.572,2.1,3.0,.691,2.2,3.8,6.0,0.8,0.3,0.4,,2.5,10.4,1977
153,C.J. Kupec,SF,24,LAL,82,,11.1,1.9,4.2,.447,,,,1.9,4.2,.447,.447,1.0,1.2,.772,0.9,1.5,2.4,0.6,0.2,0.0,,1.4,4.7,1977
154,Sam Lacey,C,28,KCK,82,,31.6,4.0,9.4,.422,,,,4.0,9.4,.422,.422,2.6,3.4,.762,2.3,6.6,9.0,4.7,1.5,1.6,,3.6,10.6,1977
155,Bo Lamar,PG,25,LAL,71,,16.4,3.2,7.9,.406,,,,3.2,7.9,.406,.406,0.6,1.0,.676,0.4,0.9,1.3,2.5,0.8,0.0,,1.0,7.1,1977
156,John Lambert,PF,24,CLE,63,,8.8,1.1,2.5,.427,,,,1.1,2.5,.427,.427,0.4,0.6,.694,1.0,1.5,2.4,0.5,0.3,0.3,,1.2,2.5,1977
157,Bob Lanier*,C,28,DET,64,,38.2,10.6,19.8,.534,,,,10.6,19.8,.534,.534,4.1,5.0,.818,3.1,8.5,11.6,3.3,1.1,2.0,,2.7,25.3,1977
158,John Laskowski,SG,23,CHI,47,,12.0,1.6,4.5,.354,,,,1.6,4.5,.354,.354,0.6,0.6,.900,0.3,1.0,1.3,0.9,0.7,0.0,,0.5,3.8,1977
159,Mo Layton,SG,28,NYK,56,,13.7,2.4,4.9,.484,,,,2.4,4.9,.484,.484,1.0,1.3,.795,0.2,0.6,0.8,2.8,0.4,0.1,,1.6,5.8,1977
160,Ron Lee,PG,24,PHO,82,,22.5,4.2,9.6,.441,,,,4.2,9.6,.441,.441,1.7,2.6,.676,1.2,2.4,3.6,3.2,1.9,0.4,,3.4,10.2,1977
161,Freddie Lewis,PG,33,IND,32,,17.3,2.5,6.2,.407,,,,2.5,6.2,.407,.407,1.9,2.4,.805,0.5,0.9,1.5,1.8,0.6,0.1,,1.8,7.0,1977
162,Scott Lloyd,C,24,MIL,69,,14.9,2.2,4.7,.472,,,,2.2,4.7,.472,.472,1.4,1.8,.754,1.2,1.9,3.0,0.5,0.3,0.2,,2.3,5.8,1977
